package,version,date,source,pkg_source,Title,Descp
cmprsk,2.2-11,2022-01-06,R 4.2.0,CRAN,Subdistribution Analysis of Competing Risks,"Estimation, testing and regression modeling of
 subdistribution functions in competing risks, as described in Gray
 (1988), A class of K-sample tests for comparing the cumulative
 incidence of a competing risk, Ann. Stat. 16:1141-1154
 <DOI:10.1214/aos/1176350951>, and Fine JP and
 Gray RJ (1999), A proportional hazards model for the subdistribution
 of a competing risk, JASA, 94:496-509, <DOI:10.1080/01621459.1999.10474144>."
cobalt,4.3.2,2022-01-19,R 4.2.0,CRAN,Covariate Balance Tables and Plots,"Generate balance tables and plots for covariates of groups preprocessed through matching, weighting or subclassification, for example, using propensity scores. Includes integration with 'MatchIt', 'twang', 'Matching', 'optmatch', 'CBPS', 'ebal', 'WeightIt', 'cem', 'sbw', and 'designmatch' for assessing balance on the output of their preprocessing functions. Users can also specify data for balance assessment not generated through the above packages. Also included are methods for assessing balance in clustered or multiply imputed data sets or data sets with longitudinal treatments."
coda,0.19-4,2020-09-30,R 4.2.0,CRAN,Output Analysis and Diagnostics for MCMC,"Provides functions for summarizing and plotting the
	output from Markov Chain Monte Carlo (MCMC) simulations, as
	well as diagnostic tests of convergence to the equilibrium
	distribution of the Markov chain."
codetools,0.2-18,2020-11-04,R 4.2.0,CRAN,Code Analysis Tools for R,Code analysis tools for R.
coin,1.4-2,2021-10-08,R 4.2.0,CRAN,Conditional Inference Procedures in a Permutation Test Framework,"Conditional inference procedures for the general independence
             problem including two-sample, K-sample (non-parametric ANOVA),
             correlation, censored, ordered and multivariate problems described
             in <doi:10.18637/jss.v028.i08>."
colorspace,2.0-3,2022-02-21,R 4.2.0,CRAN,A Toolbox for Manipulating and Assessing Colors and Palettes,"Carries out mapping between assorted color spaces including RGB, HSV, HLS,
             CIEXYZ, CIELUV, HCL (polar CIELUV), CIELAB, and polar CIELAB.
	     Qualitative, sequential, and diverging color palettes based on HCL colors
	     are provided along with corresponding ggplot2 color scales.
	     Color palette choice is aided by an interactive app (with either a Tcl/Tk
	     or a shiny graphical user interface) and shiny apps with an HCL color picker and a
	     color vision deficiency emulator. Plotting functions for displaying
	     and assessing palettes include color swatches, visualizations of the
	     HCL space, and trajectories in HCL and/or RGB spectrum. Color manipulation
	     functions include: desaturation, lightening/darkening, mixing, and
	     simulation of color vision deficiencies (deutanomaly, protanomaly, tritanomaly).
	     Details can be found on the project web page at <https://colorspace.R-Forge.R-project.org/>
	     and in the accompanying scientific paper: Zeileis et al. (2020, Journal of Statistical
	     Software, <doi:10.18637/jss.v096.i01>)."
colourpicker,1.1.1,2021-10-04,R 4.2.0,CRAN,"A Colour Picker Tool for Shiny and for Selecting Colours in
Plots","A colour picker that can be used as an input in 'Shiny' apps
    or Rmarkdown documents. The colour picker supports alpha opacity, custom
    colour palettes, and many more options. A Plot Colour Helper tool is
    available as an 'RStudio' Addin, which helps you pick colours to use in your
    plots. A more generic Colour Picker 'RStudio' Addin is also provided to let 
    you select colours to use in your R code."
colourvalues,0.3.7,2020-12-07,R 4.2.0,CRAN,Assigns Colours to Values,"Maps one of the viridis colour palettes, or a user-specified palette to values. 
    Viridis colour maps are created by Stéfan van der Walt and Nathaniel Smith, 
    and were set as the default palette for the 'Python' 'Matplotlib' library <https://matplotlib.org/>. 
    Other palettes available in this library have been derived from 
    'RColorBrewer' <https://CRAN.R-project.org/package=RColorBrewer> and 
    'colorspace' <https://CRAN.R-project.org/package=colorspace> packages."
combinat,0.0-8,2012-10-29,R 4.2.0,CRAN,combinatorics utilities,routines for combinatorics
commonmark,1.8.0,2022-03-09,R 4.2.0,CRAN,High Performance CommonMark and Github Markdown Rendering in R,"The CommonMark specification defines a rationalized version of markdown
    syntax. This package uses the 'cmark' reference implementation for converting
    markdown text into various formats including html, latex and groff man. In
    addition it exposes the markdown parse tree in xml format. Also includes opt-in
    support for GFM extensions including tables, autolinks, and strikethrough text."
comorbidity,1.0.2,2022-04-06,R 4.2.0,CRAN,Computing Comorbidity Scores,"Computing comorbidity indices and scores such as the weighted Charlson
  score (Charlson, 1987 <doi:10.1016/0021-9681(87)90171-8>) and the Elixhauser
  comorbidity score (Elixhauser, 1998 <doi:10.1097/00005650-199801000-00004>)
  using ICD-9-CM or ICD-10 codes (Quan, 2005 <doi:10.1097/01.mlr.0000182534.19832.83>).
  Australian and Swedish modifications of the Charlson Comorbidity Index are available
  as well (Sundararajan, 2004 <doi:10.1016/j.jclinepi.2004.03.012> and Ludvigsson, 2021 
  <doi:10.2147/CLEP.S282475>)."
CompQuadForm,1.4.3,2017-04-12,R 4.2.0,CRAN,Distribution Function of Quadratic Forms in Normal Variables,"Computes the distribution function of quadratic forms in normal variables using Imhof's method, Davies's algorithm, Farebrother's algorithm or Liu et al.'s algorithm."
config,0.3.1,2020-12-17,R 4.2.0,CRAN,Manage Environment Specific Configuration Values,"Manage configuration values across multiple environments (e.g.
  development, test, production). Read values using a function that determines
  the current environment and returns the appropriate value."
conflicted,1.1.0,2021-11-26,R 4.2.0,CRAN,An Alternative Conflict Resolution Strategy,"R's default conflict management system gives the most
    recently loaded package precedence. This can make it hard to detect
    conflicts, particularly when they arise because a package update
    creates ambiguity that did not previously exist. 'conflicted' takes a
    different approach, making every conflict an error and forcing you to
    choose which function to use."
conquer,1.3.0,2022-03-21,R 4.2.0,CRAN,Convolution-Type Smoothed Quantile Regression,"Estimation and inference for conditional linear quantile regression models using a convolution smoothed approach. In the low-dimensional setting, efficient gradient-based methods are employed for fitting both a single model and a regression process over a quantile range. Normal-based and (multiplier) bootstrap confidence intervals for all slope coefficients are constructed. In high dimensions, the conquer method is complemented with flexible types of penalties (Lasso, elastic-net, group lasso, sparse group lasso, scad and mcp) to deal with complex low-dimensional structures."
contfrac,1.1-12,2018-05-17,R 4.2.0,CRAN,Continued Fractions,Various utilities for evaluating continued fractions.
contrast,0.24.1,2021-12-14,R 4.2.0,CRAN,A Collection of Contrast Methods,"One degree of freedom contrasts for 'lm', 'glm', 'gls', and 'geese' objects."
convey,0.2.5,2022-04-27,R 4.2.0,CRAN,Income Concentration Analysis with Complex Survey Samples,"Variance estimation on indicators of income concentration and
    poverty using complex sample survey designs. Wrapper around the
    'survey' package."
cooccur,1.3,2016-02-09,R 4.2.0,CRAN,Probabilistic Species Co-Occurrence Analysis in R,This R package applies the probabilistic model of species co-occurrence (Veech 2013) to a set of species distributed among a set of survey or sampling sites. The algorithm calculates the observed and expected frequencies of co-occurrence between each pair of species. The expected frequency is based on the distribution of each species being random and independent of the other species. The analysis returns the probabilities that a more extreme (either low or high) value of co-occurrence could have been obtained by chance. The package also includes functions for visualizing species co-occurrence results and preparing data for downstream analyses.
corpcor,1.6.10,2021-09-16,R 4.2.0,CRAN,Efficient Estimation of Covariance and (Partial) Correlation,"Implements a James-Stein-type shrinkage estimator for 
  the covariance matrix, with separate shrinkage for variances and correlations.  
  The details of the method are explained in Schafer and Strimmer (2005) 
  <DOI:10.2202/1544-6115.1175> and Opgen-Rhein and Strimmer (2007) 
  <DOI:10.2202/1544-6115.1252>.  The approach is both computationally as well
  as statistically very efficient, it is applicable to ""small n, large p"" data, 
  and always returns a positive definite and well-conditioned covariance matrix.  
  In addition to inferring the covariance matrix the package also provides 
  shrinkage estimators for partial correlations and partial variances.  
  The inverse of the covariance and correlation matrix 
  can be efficiently computed, as well as any arbitrary power of the 
  shrinkage correlation matrix.  Furthermore, functions are available for fast 
  singular value decomposition, for computing the pseudoinverse, and for 
  checking the rank and positive definiteness of a matrix."
corrplot,0.92,2021-11-18,R 4.2.0,CRAN,Visualization of a Correlation Matrix,Provides a visual exploratory tool on correlation matrix that supports automatic variable reordering to help detect hidden patterns among variables.
covr,3.5.1,2020-09-16,R 4.2.0,CRAN,Test Coverage for Packages,"Track and report code coverage for your package and (optionally)
    upload the results to a coverage service like 'Codecov' <https://codecov.io> or
    'Coveralls' <https://coveralls.io>. Code coverage is a measure of the amount of
    code being exercised by a set of tests. It is an indirect measure of test
    quality and completeness. This package is compatible with any testing
    methodology or framework and tracks coverage of both R code and compiled
    C/C++/FORTRAN code."
cowplot,1.1.1,2020-12-30,R 4.2.0,CRAN,Streamlined Plot Theme and Plot Annotations for 'ggplot2',"
    Provides various features that help with creating publication-quality figures
    with 'ggplot2', such as a set of themes, functions to align plots and arrange
    them into complex compound figures, and functions that make it easy to annotate
    plots and or mix plots with images. The package was originally written for
    internal use in the Wilke lab, hence the name (Claus O. Wilke's plot package).
    It has also been used extensively in the book Fundamentals of Data
    Visualization."
